passenger_id,trajet_id,quiet_ride,radio_ok,smoking_ok,pets_ok,luggage_large,female_driver_pref,distance_km,score_distance,work_hour_match,distance_bucket,quiet_ride_bin,radio_ok_bin,smoking_ok_bin,pets_ok_bin,luggage_large_bin,female_driver_pref_bin
P80,T22246,no,yes,no,yes,yes,no,7.14,0.9649,1,dist:very_close,0.0,1.0,0.0,1.0,1.0,0.0
P80,T22247,yes,yes,no,yes,yes,no,31.79,0.853,1,dist:medium,1.0,1.0,0.0,1.0,1.0,0.0
P81,T22248,yes,no,no,yes,yes,no,10.75,0.9477,1,dist:close,1.0,0.0,0.0,1.0,1.0,0.0
P81,T22249,yes,no,yes,no,yes,no,8.17,0.96,0,dist:very_close,1.0,0.0,1.0,0.0,1.0,0.0
P81,T22250,yes,no,no,no,yes,no,10.22,0.9502,1,dist:close,1.0,0.0,0.0,0.0,1.0,0.0
P81,T22251,yes,no,no,no,no,yes,27.01,0.8737,1,dist:close,1.0,0.0,0.0,0.0,0.0,1.0
P81,T22253,no,no,no,no,no,yes,38.8,0.8237,0,dist:medium,0.0,0.0,0.0,0.0,0.0,1.0
P81,T22254,yes,no,yes,no,yes,yes,18.43,0.912,1,dist:close,1.0,0.0,1.0,0.0,1.0,1.0
P81,T22255,yes,no,no,no,yes,yes,174.56,0.4178,0,dist:far,1.0,0.0,0.0,0.0,1.0,1.0
P81,T22256,yes,no,no,no,yes,no,5.03,0.9752,1,dist:very_close,1.0,0.0,0.0,0.0,1.0,0.0
P81,T22257,yes,yes,no,no,no,no,8.0,0.9608,1,dist:very_close,1.0,1.0,0.0,0.0,0.0,0.0
P81,T22258,yes,no,no,no,yes,yes,34.73,0.8406,1,dist:medium,1.0,0.0,0.0,0.0,1.0,1.0
P81,T22259,yes,no,no,no,yes,no,5.32,0.9738,0,dist:very_close,1.0,0.0,0.0,0.0,1.0,0.0
P81,T22260,no,no,no,no,no,no,0.75,0.9963,0,dist:very_close,0.0,0.0,0.0,0.0,0.0,0.0
P81,T22261,yes,yes,no,no,yes,yes,6.34,0.9688,1,dist:very_close,1.0,1.0,0.0,0.0,1.0,1.0
P81,T22262,yes,no,yes,no,yes,no,246.27,0.2919,1,dist:very_far,1.0,0.0,1.0,0.0,1.0,0.0
P81,T22263,yes,no,no,no,no,yes,25.08,0.8821,1,dist:close,1.0,0.0,0.0,0.0,0.0,1.0
P81,T22264,yes,no,no,no,no,yes,16.56,0.9205,1,dist:close,1.0,0.0,0.0,0.0,0.0,1.0
P81,T22265,no,no,no,no,yes,yes,411.17,0.128,0,dist:very_far,0.0,0.0,0.0,0.0,1.0,1.0
P81,T22266,no,no,no,no,yes,no,3.65,0.9819,0,dist:very_close,0.0,0.0,0.0,0.0,1.0,0.0
P81,T22267,no,no,no,no,yes,no,6.91,0.966,1,dist:very_close,0.0,0.0,0.0,0.0,1.0,0.0
P81,T22268,yes,no,no,no,yes,yes,5.63,0.9722,0,dist:very_close,1.0,0.0,0.0,0.0,1.0,1.0
P81,T22269,yes,yes,no,no,no,yes,248.24,0.289,0,dist:very_far,1.0,1.0,0.0,0.0,0.0,1.0
P81,T22270,no,no,no,no,yes,yes,33.7,0.8449,1,dist:medium,0.0,0.0,0.0,0.0,1.0,1.0
P81,T22271,yes,no,no,no,yes,no,31.6,0.8538,1,dist:medium,1.0,0.0,0.0,0.0,1.0,0.0
P81,T22272,no,no,no,no,yes,no,8.25,0.9596,1,dist:very_close,0.0,0.0,0.0,0.0,1.0,0.0
P81,T22273,yes,no,no,no,yes,no,32.73,0.849,0,dist:medium,1.0,0.0,0.0,0.0,1.0,0.0
P81,T22274,yes,no,yes,no,yes,no,303.86,0.2189,0,dist:very_far,1.0,0.0,1.0,0.0,1.0,0.0
P81,T22275,yes,no,no,no,yes,yes,12.1,0.9413,1,dist:close,1.0,0.0,0.0,0.0,1.0,1.0
P81,T22276,yes,no,yes,no,yes,yes,2.04,0.9899,1,dist:very_close,1.0,0.0,1.0,0.0,1.0,1.0
P81,T22277,yes,no,no,no,no,yes,0.96,0.9952,1,dist:very_close,1.0,0.0,0.0,0.0,0.0,1.0
P81,T22278,yes,no,no,no,yes,yes,1.78,0.9911,1,dist:very_close,1.0,0.0,0.0,0.0,1.0,1.0
P81,T22280,yes,no,no,no,yes,no,172.37,0.4224,1,dist:far,1.0,0.0,0.0,0.0,1.0,0.0
P81,T22281,yes,no,no,no,yes,no,9.68,0.9528,0,dist:very_close,1.0,0.0,0.0,0.0,1.0,0.0
P81,T22282,yes,no,yes,no,yes,no,17.59,0.9158,1,dist:close,1.0,0.0,1.0,0.0,1.0,0.0
P81,T22283,yes,no,no,no,yes,yes,312.56,0.2095,1,dist:very_far,1.0,0.0,0.0,0.0,1.0,1.0
P81,T22284,yes,no,no,no,yes,yes,9.38,0.9542,1,dist:very_close,1.0,0.0,0.0,0.0,1.0,1.0
P81,T22285,yes,yes,no,no,yes,no,6.26,0.9247,0,dist:very_close,1.0,1.0,0.0,0.0,1.0,0.0
P81,T22286,yes,no,no,no,yes,no,5.82,0.9713,0,dist:very_close,1.0,0.0,0.0,0.0,1.0,0.0
P81,T22287,yes,no,no,no,yes,yes,2.57,0.9872,0,dist:very_close,1.0,0.0,0.0,0.0,1.0,1.0
P81,T22288,yes,no,no,yes,no,yes,33.43,0.8461,0,dist:medium,1.0,0.0,0.0,1.0,0.0,1.0
P81,T22289,yes,no,no,no,yes,no,318.5,0.2034,1,dist:very_far,1.0,0.0,0.0,0.0,1.0,0.0
P81,T22290,no,yes,no,no,yes,yes,18.05,0.9137,1,dist:close,0.0,1.0,0.0,0.0,1.0,1.0
P81,T22291,yes,no,no,no,yes,yes,13.75,0.9336,1,dist:close,1.0,0.0,0.0,0.0,1.0,1.0
P81,T22292,yes,yes,no,yes,yes,yes,35.5,0.8374,1,dist:medium,1.0,1.0,0.0,1.0,1.0,1.0
P81,T22293,no,no,no,no,yes,yes,188.07,0.3905,1,dist:far,0.0,0.0,0.0,0.0,1.0,1.0
P81,T22294,yes,no,no,no,yes,no,6.99,0.9657,1,dist:very_close,1.0,0.0,0.0,0.0,1.0,0.0
P83,T22295,no,no,no,no,yes,no,1.21,0.994,0,dist:very_close,0.0,0.0,0.0,0.0,1.0,0.0
P83,T22296,yes,yes,no,no,yes,no,13.17,0.9363,0,dist:close,1.0,1.0,0.0,0.0,1.0,0.0
P83,T22297,no,yes,no,no,yes,yes,171.29,0.4247,1,dist:far,0.0,1.0,0.0,0.0,1.0,1.0
P83,T22298,no,yes,no,yes,yes,no,1.96,0.9902,0,dist:very_close,0.0,1.0,0.0,1.0,1.0,0.0
P83,T22299,yes,no,no,yes,yes,no,2.86,0.9858,0,dist:very_close,1.0,0.0,0.0,1.0,1.0,0.0
P83,T22300,yes,no,yes,yes,yes,yes,39.9,0.8191,0,dist:medium,1.0,0.0,1.0,1.0,1.0,1.0
P83,T22301,no,no,yes,no,no,yes,250.01,0.2865,1,dist:very_far,0.0,0.0,1.0,0.0,0.0,1.0
P83,T22302,no,yes,no,yes,no,no,16.03,0.923,1,dist:close,0.0,1.0,0.0,1.0,0.0,0.0
P83,T22303,no,yes,yes,yes,no,yes,9.88,0.9518,1,dist:very_close,0.0,1.0,1.0,1.0,0.0,1.0
P83,T22304,yes,yes,no,no,no,yes,29.03,0.8649,1,dist:close,1.0,1.0,0.0,0.0,0.0,1.0
P83,T22305,no,no,no,no,no,no,7.85,0.9615,0,dist:very_close,0.0,0.0,0.0,0.0,0.0,0.0
P83,T22306,no,yes,yes,yes,yes,no,7.72,0.9621,0,dist:very_close,0.0,1.0,1.0,1.0,1.0,0.0
P83,T22307,no,no,yes,no,yes,yes,8.33,0.9592,0,dist:very_close,0.0,0.0,1.0,0.0,1.0,1.0
P83,T22308,yes,no,no,no,yes,no,236.84,0.306,1,dist:very_far,1.0,0.0,0.0,0.0,1.0,0.0
P83,T22309,no,no,no,no,no,yes,38.44,0.8251,0,dist:medium,0.0,0.0,0.0,0.0,0.0,1.0
P83,T22310,no,yes,no,yes,yes,yes,310.42,0.2118,1,dist:very_far,0.0,1.0,0.0,1.0,1.0,1.0
P83,T22311,no,no,no,no,no,yes,41.04,0.8145,0,dist:medium,0.0,0.0,0.0,0.0,0.0,1.0
P83,T22312,yes,no,no,no,yes,no,40.68,0.816,1,dist:medium,1.0,0.0,0.0,0.0,1.0,0.0
P83,T22313,no,no,no,no,no,no,311.9,0.2102,0,dist:very_far,0.0,0.0,0.0,0.0,0.0,0.0
P83,T22314,yes,yes,no,no,no,no,50.0,0.5,0,dist:medium,1.0,1.0,0.0,0.0,0.0,0.0
P83,T22315,yes,yes,no,yes,yes,no,1.92,0.9904,1,dist:very_close,1.0,1.0,0.0,1.0,1.0,0.0
P83,T22316,no,yes,no,no,yes,no,18.71,0.9107,1,dist:close,0.0,1.0,0.0,0.0,1.0,0.0
P83,T22317,no,no,no,no,no,no,16.53,0.9207,0,dist:close,0.0,0.0,0.0,0.0,0.0,0.0
P83,T22318,no,no,no,no,no,no,9.3,0.9546,1,dist:very_close,0.0,0.0,0.0,0.0,0.0,0.0
P83,T22319,yes,yes,yes,no,yes,no,321.22,0.2007,0,dist:very_far,1.0,1.0,1.0,0.0,1.0,0.0
P83,T22320,no,no,no,yes,no,no,39.63,0.8202,1,dist:medium,0.0,0.0,0.0,1.0,0.0,0.0
P83,T22321,no,yes,no,yes,yes,no,1.25,0.9938,1,dist:very_close,0.0,1.0,0.0,1.0,1.0,0.0
P83,T22322,no,no,yes,no,yes,no,312.52,0.2096,0,dist:very_far,0.0,0.0,1.0,0.0,1.0,0.0
P83,T22324,yes,yes,no,no,no,yes,29.36,0.8635,0,dist:close,1.0,1.0,0.0,0.0,0.0,1.0
P83,T22325,no,no,no,yes,yes,yes,2.92,0.9855,0,dist:very_close,0.0,0.0,0.0,1.0,1.0,1.0
P83,T22326,yes,no,no,yes,no,yes,7.11,0.9651,1,dist:very_close,1.0,0.0,0.0,1.0,0.0,1.0
P83,T22327,no,no,no,yes,no,yes,177.91,0.4108,1,dist:far,0.0,0.0,0.0,1.0,0.0,1.0
P83,T22328,no,yes,yes,yes,yes,yes,2.68,0.9867,1,dist:very_close,0.0,1.0,1.0,1.0,1.0,1.0
P83,T22329,no,yes,yes,no,no,yes,244.36,0.2947,0,dist:very_far,0.0,1.0,1.0,0.0,0.0,1.0
P83,T22330,no,yes,no,no,yes,no,255.74,0.2784,1,dist:very_far,0.0,1.0,0.0,0.0,1.0,0.0
P83,T22331,no,no,yes,no,no,no,315.19,0.2068,0,dist:very_far,0.0,0.0,1.0,0.0,0.0,0.0
P83,T22332,no,no,no,no,no,no,12.91,0.9375,0,dist:close,0.0,0.0,0.0,0.0,0.0,0.0
P83,T22333,yes,no,no,no,yes,no,172.46,0.4222,1,dist:far,1.0,0.0,0.0,0.0,1.0,0.0
P83,T22334,no,no,yes,no,yes,yes,7.86,0.9615,1,dist:very_close,0.0,0.0,1.0,0.0,1.0,1.0
P83,T22335,no,yes,yes,yes,yes,no,415.03,0.1255,1,dist:very_far,0.0,1.0,1.0,1.0,1.0,0.0
P83,T22336,yes,yes,yes,no,no,yes,258.87,0.2741,1,dist:very_far,1.0,1.0,1.0,0.0,0.0,1.0
P83,T22337,no,no,no,yes,yes,no,11.63,0.9435,0,dist:close,0.0,0.0,0.0,1.0,1.0,0.0
P83,T22338,yes,no,no,no,yes,no,13.12,0.9365,0,dist:close,1.0,0.0,0.0,0.0,1.0,0.0
P83,T22339,yes,no,no,no,yes,no,169.55,0.4284,0,dist:far,1.0,0.0,0.0,0.0,1.0,0.0
P83,T22340,yes,yes,yes,no,no,no,249.23,0.2876,0,dist:very_far,1.0,1.0,1.0,0.0,0.0,0.0
P83,T22341,yes,yes,yes,yes,no,no,423.13,0.1206,0,dist:very_far,1.0,1.0,1.0,1.0,0.0,0.0
P83,T22342,no,yes,yes,no,no,no,324.32,0.1976,1,dist:very_far,0.0,1.0,1.0,0.0,0.0,0.0
P83,T22343,no,yes,no,yes,no,no,11.28,0.9452,1,dist:close,0.0,1.0,0.0,1.0,0.0,0.0
P83,T22344,no,no,no,yes,no,yes,167.92,0.4319,0,dist:far,0.0,0.0,0.0,1.0,0.0,1.0
P83,T22345,no,yes,no,no,no,yes,240.24,0.3008,0,dist:very_far,0.0,1.0,0.0,0.0,0.0,1.0
P83,T22346,no,yes,no,no,yes,no,16.28,0.9218,0,dist:close,0.0,1.0,0.0,0.0,1.0,0.0
P83,T22348,no,no,yes,yes,yes,yes,168.85,0.4299,1,dist:far,0.0,0.0,1.0,1.0,1.0,1.0
P83,T22349,yes,no,no,no,yes,yes,306.06,0.2165,1,dist:very_far,1.0,0.0,0.0,0.0,1.0,1.0
P83,T22350,no,yes,no,no,no,yes,186.83,0.3929,1,dist:far,0.0,1.0,0.0,0.0,0.0,1.0
P83,T22351,yes,yes,no,no,yes,no,321.01,0.2009,0,dist:very_far,1.0,1.0,0.0,0.0,1.0,0.0
P83,T22352,yes,yes,no,yes,yes,no,24.59,0.8843,1,dist:close,1.0,1.0,0.0,1.0,1.0,0.0
P83,T22353,no,no,no,no,no,no,313.61,0.2085,1,dist:very_far,0.0,0.0,0.0,0.0,0.0,0.0
P83,T22354,no,no,no,no,no,no,17.02,0.9184,1,dist:close,0.0,0.0,0.0,0.0,0.0,0.0
P83,T22355,no,no,no,yes,yes,no,2.18,0.9892,1,dist:very_close,0.0,0.0,0.0,1.0,1.0,0.0
P84,T22356,yes,no,no,no,no,no,50.0,0.5,0,dist:medium,1.0,0.0,0.0,0.0,0.0,0.0
P84,T22357,no,no,yes,no,no,yes,26.82,0.8745,0,dist:close,0.0,0.0,1.0,0.0,0.0,1.0
P84,T22358,yes,no,no,yes,no,no,27.9,0.8698,1,dist:close,1.0,0.0,0.0,1.0,0.0,0.0
P84,T22359,yes,no,no,yes,no,no,5.83,0.9713,1,dist:very_close,1.0,0.0,0.0,1.0,0.0,0.0
P84,T22360,yes,no,no,no,no,no,19.48,0.9072,0,dist:close,1.0,0.0,0.0,0.0,0.0,0.0
P85,T22361,no,yes,no,yes,no,no,10.56,0.9486,0,dist:close,0.0,1.0,0.0,1.0,0.0,0.0
P85,T22362,no,yes,no,no,no,no,18.76,0.9105,1,dist:close,0.0,1.0,0.0,0.0,0.0,0.0
P85,T22363,no,no,no,no,yes,no,38.76,0.8238,1,dist:medium,0.0,0.0,0.0,0.0,1.0,0.0
P85,T22364,no,yes,no,no,no,no,249.64,0.287,0,dist:very_far,0.0,1.0,0.0,0.0,0.0,0.0
P85,T22365,no,yes,yes,yes,no,no,245.04,0.2937,0,dist:very_far,0.0,1.0,1.0,1.0,0.0,0.0
P85,T22366,no,yes,no,yes,no,no,22.61,0.8931,0,dist:close,0.0,1.0,0.0,1.0,0.0,0.0
P85,T22367,no,yes,yes,yes,yes,no,12.22,0.9407,0,dist:close,0.0,1.0,1.0,1.0,1.0,0.0
P85,T22368,no,yes,yes,no,yes,yes,3.6,0.9822,1,dist:very_close,0.0,1.0,1.0,0.0,1.0,1.0
P85,T22369,no,yes,no,yes,no,yes,7.97,0.9609,1,dist:very_close,0.0,1.0,0.0,1.0,0.0,1.0
P85,T22370,no,yes,no,yes,no,no,2.14,0.9894,0,dist:very_close,0.0,1.0,0.0,1.0,0.0,0.0
P85,T22371,no,yes,yes,yes,no,yes,6.14,0.9698,1,dist:very_close,0.0,1.0,1.0,1.0,0.0,1.0
P85,T22372,no,yes,no,yes,no,no,2.1,0.9896,1,dist:very_close,0.0,1.0,0.0,1.0,0.0,0.0
P85,T22373,no,yes,no,yes,no,no,30.46,0.8587,1,dist:medium,0.0,1.0,0.0,1.0,0.0,0.0
P85,T22375,no,yes,no,no,no,no,25.73,0.8793,1,dist:close,0.0,1.0,0.0,0.0,0.0,0.0
P85,T22376,no,yes,no,yes,yes,no,9.79,0.9522,0,dist:very_close,0.0,1.0,0.0,1.0,1.0,0.0
P85,T22377,no,no,no,no,no,no,41.36,0.8132,0,dist:medium,0.0,0.0,0.0,0.0,0.0,0.0
P110,T23309,yes,no,no,no,no,yes,14.35,0.9308,0,dist:close,1.0,0.0,0.0,0.0,0.0,1.0
P110,T23310,no,yes,no,no,yes,yes,6.54,0.9678,1,dist:very_close,0.0,1.0,0.0,0.0,1.0,1.0
P110,T23311,yes,no,no,no,yes,yes,258.24,0.2749,1,dist:very_far,1.0,0.0,0.0,0.0,1.0,1.0
P110,T23312,no,no,no,no,no,yes,37.36,0.8296,1,dist:medium,0.0,0.0,0.0,0.0,0.0,1.0
P110,T23313,no,yes,no,yes,yes,yes,40.42,0.817,0,dist:medium,0.0,1.0,0.0,1.0,1.0,1.0
P110,T23314,no,no,no,no,no,yes,42.1,0.8102,0,dist:medium,0.0,0.0,0.0,0.0,0.0,1.0
P110,T23315,yes,yes,no,no,no,yes,419.45,0.1228,1,dist:very_far,1.0,1.0,0.0,0.0,0.0,1.0
P110,T23316,no,yes,no,no,no,yes,182.24,0.402,1,dist:far,0.0,1.0,0.0,0.0,0.0,1.0
P110,T23317,no,no,no,yes,yes,yes,17.84,0.8001,1,dist:close,0.0,0.0,0.0,1.0,1.0,1.0
P110,T23318,no,no,no,no,no,yes,30.26,0.8596,1,dist:medium,0.0,0.0,0.0,0.0,0.0,1.0
P110,T23319,yes,yes,no,yes,no,yes,246.39,0.2917,1,dist:very_far,1.0,1.0,0.0,1.0,0.0,1.0
P110,T23320,yes,yes,yes,no,yes,yes,177.94,0.4108,0,dist:far,1.0,1.0,1.0,0.0,1.0,1.0
P110,T23321,yes,yes,no,no,no,yes,37.4,0.8294,0,dist:medium,1.0,1.0,0.0,0.0,0.0,1.0
P110,T23322,no,no,no,yes,no,yes,184.48,0.3976,1,dist:far,0.0,0.0,0.0,1.0,0.0,1.0
P110,T23323,yes,no,no,yes,no,yes,9.52,0.9535,1,dist:very_close,1.0,0.0,0.0,1.0,0.0,1.0
P110,T23324,yes,no,no,no,no,yes,17.35,0.9169,1,dist:close,1.0,0.0,0.0,0.0,0.0,1.0
P110,T23325,no,yes,no,no,yes,yes,38.58,0.8246,1,dist:medium,0.0,1.0,0.0,0.0,1.0,1.0
P110,T23326,no,no,no,no,no,yes,3.68,0.9818,1,dist:very_close,0.0,0.0,0.0,0.0,0.0,1.0
P110,T23327,no,yes,no,no,yes,no,30.24,0.8597,1,dist:medium,0.0,1.0,0.0,0.0,1.0,0.0
P110,T23328,no,yes,no,yes,no,yes,29.1,0.8646,0,dist:close,0.0,1.0,0.0,1.0,0.0,1.0
P110,T23329,no,yes,no,no,no,yes,4.55,0.9775,1,dist:very_close,0.0,1.0,0.0,0.0,0.0,1.0
P110,T23330,yes,no,no,no,no,yes,9.8,0.8847,1,dist:very_close,1.0,0.0,0.0,0.0,0.0,1.0
P111,T23331,no,no,yes,no,yes,yes,6.64,0.9673,0,dist:very_close,0.0,0.0,1.0,0.0,1.0,1.0
P111,T23332,no,yes,no,no,no,no,23.48,0.8892,0,dist:close,0.0,1.0,0.0,0.0,0.0,0.0
P111,T23333,no,yes,yes,no,yes,no,7.28,0.9643,1,dist:very_close,0.0,1.0,1.0,0.0,1.0,0.0
P111,T23334,no,no,no,no,yes,no,5.45,0.9731,1,dist:very_close,0.0,0.0,0.0,0.0,1.0,0.0
P111,T23335,no,no,yes,no,yes,no,8.14,0.9033,1,dist:very_close,0.0,0.0,1.0,0.0,1.0,0.0
P111,T23337,yes,yes,no,no,yes,no,41.36,0.8132,0,dist:medium,1.0,1.0,0.0,0.0,1.0,0.0
P111,T23338,no,yes,no,no,yes,no,24.61,0.8842,1,dist:close,0.0,1.0,0.0,0.0,1.0,0.0
P111,T23339,no,no,no,no,yes,yes,416.58,0.1246,0,dist:very_far,0.0,0.0,0.0,0.0,1.0,1.0
P111,T23340,no,no,no,yes,no,no,246.46,0.2916,1,dist:very_far,0.0,0.0,0.0,1.0,0.0,0.0
P111,T23341,no,no,no,no,no,yes,173.86,0.4192,1,dist:far,0.0,0.0,0.0,0.0,0.0,1.0
P111,T23342,yes,no,no,yes,yes,yes,4.28,0.9788,1,dist:very_close,1.0,0.0,0.0,1.0,1.0,1.0
P111,T23343,no,yes,yes,yes,yes,yes,4.49,0.9778,0,dist:very_close,0.0,1.0,1.0,1.0,1.0,1.0
P111,T23344,no,yes,yes,yes,no,no,424.3,0.1199,0,dist:very_far,0.0,1.0,1.0,1.0,0.0,0.0
P85,T22378,no,yes,no,no,no,no,7.57,0.9629,1,dist:very_close,0.0,1.0,0.0,0.0,0.0,0.0
P85,T22379,no,yes,no,yes,yes,no,4.49,0.9778,1,dist:very_close,0.0,1.0,0.0,1.0,1.0,0.0
P85,T22380,no,yes,no,no,yes,no,21.24,0.8992,0,dist:close,0.0,1.0,0.0,0.0,1.0,0.0
P85,T22381,no,yes,yes,yes,yes,no,1.85,0.9908,0,dist:very_close,0.0,1.0,1.0,1.0,1.0,0.0
P85,T22382,no,yes,no,yes,no,no,8.8,0.957,1,dist:very_close,0.0,1.0,0.0,1.0,0.0,0.0
P85,T22383,yes,yes,no,yes,no,no,312.24,0.2099,1,dist:very_far,1.0,1.0,0.0,1.0,0.0,0.0
P85,T22384,no,yes,no,no,no,yes,0.71,0.9965,1,dist:very_close,0.0,1.0,0.0,0.0,0.0,1.0
P85,T22385,no,yes,yes,yes,no,no,13.15,0.9364,0,dist:close,0.0,1.0,1.0,1.0,0.0,0.0
P85,T22386,no,yes,no,yes,no,no,10.11,0.9507,1,dist:close,0.0,1.0,0.0,1.0,0.0,0.0
P85,T22387,no,yes,yes,no,no,no,322.2,0.1997,1,dist:very_far,0.0,1.0,1.0,0.0,0.0,0.0
P85,T22388,no,yes,no,no,no,no,18.7,0.9107,0,dist:close,0.0,1.0,0.0,0.0,0.0,0.0
P85,T22389,no,yes,yes,no,yes,no,9.04,0.9558,1,dist:very_close,0.0,1.0,1.0,0.0,1.0,0.0
P85,T22390,no,yes,no,yes,yes,no,5.34,0.9737,1,dist:very_close,0.0,1.0,0.0,1.0,1.0,0.0
P85,T22391,no,yes,no,no,no,no,18.1,0.9135,0,dist:close,0.0,1.0,0.0,0.0,0.0,0.0
P85,T22392,no,no,no,yes,no,no,18.85,0.9101,0,dist:close,0.0,0.0,0.0,1.0,0.0,0.0
P85,T22393,no,no,no,yes,yes,no,1.41,0.9825,0,dist:very_close,0.0,0.0,0.0,1.0,1.0,0.0
P85,T22394,no,yes,no,yes,yes,no,9.49,0.9537,1,dist:very_close,0.0,1.0,0.0,1.0,1.0,0.0
P85,T22395,no,yes,no,no,yes,yes,420.16,0.0052,1,dist:very_far,0.0,1.0,0.0,0.0,1.0,1.0
P85,T22396,no,yes,no,yes,no,yes,5.94,0.9707,1,dist:very_close,0.0,1.0,0.0,1.0,0.0,1.0
P85,T22397,no,yes,no,no,no,yes,173.06,0.115,1,dist:far,0.0,1.0,0.0,0.0,0.0,1.0
P85,T22398,no,yes,no,no,no,yes,0.72,0.9964,0,dist:very_close,0.0,1.0,0.0,0.0,0.0,1.0
P85,T22399,no,yes,no,no,no,no,419.59,0.1227,1,dist:very_far,0.0,1.0,0.0,0.0,0.0,0.0
P85,T22400,no,yes,yes,no,no,no,36.03,0.8351,1,dist:medium,0.0,1.0,1.0,0.0,0.0,0.0
P85,T22401,no,yes,no,yes,no,no,10.84,0.9472,1,dist:close,0.0,1.0,0.0,1.0,0.0,0.0
P85,T22402,no,yes,yes,no,yes,no,37.35,0.8297,0,dist:medium,0.0,1.0,1.0,0.0,1.0,0.0
P85,T22403,no,yes,no,no,no,no,17.86,0.9146,0,dist:close,0.0,1.0,0.0,0.0,0.0,0.0
P86,T22404,no,no,yes,no,no,no,21.0,0.9003,1,dist:close,0.0,0.0,1.0,0.0,0.0,0.0
P86,T22405,no,yes,yes,no,yes,no,308.57,0.2138,1,dist:very_far,0.0,1.0,1.0,0.0,1.0,0.0
P86,T22406,no,no,yes,yes,yes,no,11.63,0.9435,0,dist:close,0.0,0.0,1.0,1.0,1.0,0.0
P86,T22407,no,yes,yes,yes,no,no,423.84,0.1201,1,dist:very_far,0.0,1.0,1.0,1.0,0.0,0.0
P86,T22408,no,no,yes,no,no,no,7.1,0.9651,0,dist:very_close,0.0,0.0,1.0,0.0,0.0,0.0
P86,T22409,yes,yes,yes,yes,no,no,175.83,0.4151,1,dist:far,1.0,1.0,1.0,1.0,0.0,0.0
P86,T22410,yes,no,yes,no,yes,no,50.0,0.5,0,dist:medium,1.0,0.0,1.0,0.0,1.0,0.0
P86,T22411,no,no,yes,no,yes,no,321.69,0.2002,1,dist:very_far,0.0,0.0,1.0,0.0,1.0,0.0
P86,T22412,no,no,yes,no,no,no,5.79,0.9715,1,dist:very_close,0.0,0.0,1.0,0.0,0.0,0.0
P86,T22413,no,yes,yes,yes,yes,no,41.23,0.8137,0,dist:medium,0.0,1.0,1.0,1.0,1.0,0.0
P86,T22415,no,no,yes,yes,no,no,35.41,0.8377,1,dist:medium,0.0,0.0,1.0,1.0,0.0,0.0
P86,T22416,yes,no,yes,yes,yes,no,25.85,0.8788,1,dist:close,1.0,0.0,1.0,1.0,1.0,0.0
P86,T22417,yes,yes,yes,yes,yes,no,7.31,0.9641,0,dist:very_close,1.0,1.0,1.0,1.0,1.0,0.0
P86,T22418,no,yes,yes,no,no,no,313.68,0.2084,0,dist:very_far,0.0,1.0,1.0,0.0,0.0,0.0
P86,T22420,no,no,yes,yes,no,no,177.36,0.412,1,dist:far,0.0,0.0,1.0,1.0,0.0,0.0
P86,T22421,no,yes,yes,yes,no,no,412.61,0.1271,1,dist:very_far,0.0,1.0,1.0,1.0,0.0,0.0
P86,T22422,no,yes,yes,no,yes,no,315.36,0.2066,0,dist:very_far,0.0,1.0,1.0,0.0,1.0,0.0
P86,T22423,no,no,no,no,yes,no,14.77,0.9288,1,dist:close,0.0,0.0,0.0,0.0,1.0,0.0
P86,T22424,no,no,yes,no,no,no,10.3,0.9498,1,dist:close,0.0,0.0,1.0,0.0,0.0,0.0
P86,T22425,no,yes,yes,no,no,no,7.58,0.9628,0,dist:very_close,0.0,1.0,1.0,0.0,0.0,0.0
P86,T22426,no,yes,yes,no,yes,no,37.75,0.828,0,dist:medium,0.0,1.0,1.0,0.0,1.0,0.0
P86,T22427,yes,yes,yes,no,no,no,9.38,0.9542,1,dist:very_close,1.0,1.0,1.0,0.0,0.0,0.0
P87,T22428,yes,yes,no,yes,no,yes,40.45,0.8169,1,dist:medium,1.0,1.0,0.0,1.0,0.0,1.0
P87,T22429,no,no,no,yes,yes,no,3.64,0.982,1,dist:very_close,0.0,0.0,0.0,1.0,1.0,0.0
P87,T22430,no,no,no,yes,no,no,41.33,0.5965,1,dist:medium,0.0,0.0,0.0,1.0,0.0,0.0
P87,T22431,no,yes,no,yes,no,no,10.22,0.8801,1,dist:close,0.0,1.0,0.0,1.0,0.0,0.0
P87,T22432,no,no,no,yes,yes,no,7.23,0.9645,1,dist:very_close,0.0,0.0,0.0,1.0,1.0,0.0
P87,T22433,yes,no,no,yes,no,no,4.79,0.9763,0,dist:very_close,1.0,0.0,0.0,1.0,0.0,0.0
P87,T22434,no,no,no,yes,yes,yes,10.6,0.9484,1,dist:close,0.0,0.0,0.0,1.0,1.0,1.0
P87,T22435,no,no,no,yes,yes,no,8.19,0.9599,1,dist:very_close,0.0,0.0,0.0,1.0,1.0,0.0
P87,T22436,no,no,no,yes,yes,no,4.67,0.9769,0,dist:very_close,0.0,0.0,0.0,1.0,1.0,0.0
P87,T22437,no,yes,no,yes,no,no,16.32,0.9216,1,dist:close,0.0,1.0,0.0,1.0,0.0,0.0
P87,T22438,yes,yes,no,no,yes,no,317.31,0.2046,1,dist:very_far,1.0,1.0,0.0,0.0,1.0,0.0
